Model,MIA,Leak@1,Leak@2,Leak@4,Leak@8,Leak@16,Leak@32,Leak@64,Leak@128
Minmax,36.775672912597656,0.0032499999999999994,0.006259547738693465,0.011725624816900995,0.02117897761984884,0.036849005035690656,0.061685106849102056,0.0984943592729707,0.14935123380604826
