Model,MIA,Leak@1,Leak@2,Leak@4,Leak@8,Leak@16,Leak@32,Leak@64,Leak@128
Minmax,929.0932006835938,0.0008375000000000001,0.0014734924623115578,0.0023484990712677374,0.0033110697310975174,0.004374552955241127,0.0060378647979713864,0.008766535260515417,0.012518027377311105
